fecha,CO,NO,NO2,NOX,O3,PM10,PM25,SO2
2015-01-01,1.0506958250497018,22.76552795031056,24.225155279503102,46.98757763975155,23.1751497005988,105.57368421052632,78.95340501792114,11.55472263868066
2015-01-02,0.8075848303393214,32.24960753532182,21.554160125588695,53.80062794348509,17.268365817091453,36.687845303867405,15.44943820224719,1.8950524737631185
2015-01-03,0.6407554671968191,21.686915887850468,19.394080996884732,41.07165109034268,15.486486486486486,29.269021739130437,12.915129151291511,1.436936936936937
2015-01-04,0.7269396551724138,24.606271777003485,19.5609756097561,44.16550522648084,17.329032258064515,39.96153846153846,16.83828382838284,1.809061488673139
2015-01-05,0.5308151093439364,11.443181818181818,20.99025974025974,32.439935064935064,14.470588235294118,31.855643044619423,12.667774086378737,8.31578947368421
2015-01-06,0.7489523809523809,27.977346278317157,23.24271844660194,51.213592233009706,12.902255639097744,40.321608040201006,21.11371237458194,4.024024024024024
2015-01-07,0.4432539682539682,11.29711375212224,16.2597623089983,27.594227504244483,17.055130168453292,30.054597701149422,10.737642585551333,2.192546583850932
2015-01-08,0.5335282651072125,10.527586206896553,21.62586206896552,32.1551724137931,19.15055467511886,33.31395348837209,14.501945525291829,1.9622331691297208
2015-01-09,1.0945736434108526,41.795180722891565,32.526678141135974,74.28399311531841,19.4828125,55.18867924528302,29.08510638297872,2.781045751633987
2015-01-10,0.7707224334600761,23.455716586151368,27.468599033816425,50.9194847020934,22.68955223880597,39.798507462686565,24.0718954248366,2.559006211180124
2015-01-11,0.9102880658436214,22.71080139372822,27.893728222996515,50.62369337979094,29.90342679127726,42.43535620052771,26.52117263843648,3.040268456375839
2015-01-12,1.0654580152671755,27.3785594639866,38.01005025125628,65.428810720268,34.562406015037595,62.43107769423559,34.350819672131145,2.8125
2015-01-13,1.1151923076923076,30.266101694915253,41.313559322033896,71.57796610169491,36.21688500727802,73.11638954869359,38.20307692307692,6.075471698113208
2015-01-14,1.0307116104868914,25.475165562913908,37.82947019867549,63.29966887417218,29.79885877318117,69.59,36.6859756097561,8.08095238095238
2015-01-15,1.0531598513011151,29.60655737704918,38.27540983606557,67.89508196721312,35.10481586402266,66.86904761904762,32.69512195121951,3.5376175548589344
2015-01-16,0.9312962962962964,22.717821782178216,36.24752475247525,58.96039603960397,32.616361071932296,63.411483253588514,29.79320987654321,4.170471841704718
2015-01-17,0.9756363636363636,20.87196110210697,38.37439222042139,59.27876823338736,36.39804469273743,72.25653206650831,38.90372670807454,3.9597014925373135
2015-01-18,0.6382642998027613,7.528619528619528,25.395622895622896,32.93939393939394,36.294117647058826,51.01162790697674,28.7710843373494,8.309562398703404
2015-01-19,1.0,29.52647975077881,34.28816199376947,63.78816199376947,25.28272980501393,66.25467289719626,30.23192771084337,8.218236173393125
2015-01-20,1.0971014492753624,30.5140625,38.378125,68.8953125,36.74444444444445,76.6892523364486,39.94940476190476,3.2436472346786247
2015-01-21,0.9605893186003684,26.133545310015897,31.79650238473768,57.90143084260731,31.935211267605634,66.66826923076923,34.07575757575758,2.2628398791540785
2015-01-22,0.8385496183206107,28.78444084278768,25.925445705024316,54.72609400324149,22.92630057803468,52.65608465608466,22.56711409395973,1.5978260869565215
2015-01-23,0.95651376146789,34.5320813771518,28.23630672926448,62.785602503912365,20.242977528089888,54.29216152019002,22.06153846153846,1.8328313253012047
2015-01-24,0.7814545454545455,21.79595015576324,26.33644859813084,48.1183800623053,20.296918767507,52.30455635491607,23.678233438485805,5.785285285285285
2015-01-25,0.8506903353057199,16.347386172006747,28.170320404721757,44.54300168634064,26.721884498480243,53.132558139534886,29.380239520958085,4.804054054054054
2015-01-26,0.7110707803992741,16.513385826771653,26.064566929133857,42.588976377952754,27.065734265734267,46.59004739336493,22.06441717791411,8.812111801242237
2015-01-27,0.9153284671532846,34.18225806451613,30.51129032258065,64.71774193548387,20.079594790159188,55.36854460093897,22.696969696969692,10.47900466562986
2015-01-28,0.7517045454545455,31.74317817014446,23.540930979133226,55.24879614767255,17.948275862068964,46.81927710843374,16.864516129032257,4.069444444444445
2015-01-29,0.7358633776091081,29.470304975922957,22.181380417335472,51.61797752808989,16.772334293948127,44.09560723514212,15.152482269503546,3.893188854489164
2015-01-30,0.7791252485089464,21.82274247491639,29.396321070234112,51.2257525083612,23.74289985052317,54.14962593516209,24.633116883116884,9.70096463022508
2015-01-31,0.7943181818181818,23.020061728395063,27.14351851851852,50.15277777777778,25.70258620689655,60.95035460992908,22.209150326797385,3.220679012345679
2015-02-01,0.6677685950413224,15.957983193277313,19.85546218487395,35.8,22.205651491365774,37.80759493670886,15.084558823529411,1.4352941176470588
2015-02-02,0.684629981024668,18.154559505409583,21.561051004636784,39.72179289026275,19.98273381294964,42.04822335025381,16.470588235294116,2.76625386996904
2015-02-03,0.6461685823754789,17.509404388714735,19.50313479623825,36.97805642633229,12.566037735849056,31.726190476190474,10.975609756097562,2.925117004680187
2015-02-04,0.970967741935484,40.13395638629284,24.799065420560748,64.95015576323988,20.32564841498559,43.91081081081081,17.55060728744939,2.452859350850077
2015-02-05,0.6477842003853564,19.78071539657854,22.995334370139968,42.77449455676516,25.65123010130246,49.07635467980296,20.223776223776223,6.048136645962733
2015-02-06,0.7598165137614679,21.663009404388717,28.15830721003135,49.81974921630094,24.686502177068213,50.812796208530806,23.012861736334404,6.727699530516432
2015-02-07,0.8903985507246377,35.06018518518518,33.18981481481482,68.24382716049382,25.25979680696662,56.06382978723404,24.951612903225808,8.91358024691358
2015-02-08,0.9688492063492063,28.16554054054054,31.45439189189189,59.560810810810814,34.057432432432435,59.63231850117096,28.91025641025641,4.1891891891891895
2015-02-09,0.7735294117647059,31.67546583850932,24.903726708074533,56.493788819875775,23.14909638554217,51.11111111111112,17.50836120401338,3.516535433070866
2015-02-10,0.7948905109489051,26.8408736349454,31.3213728549142,58.09672386895476,29.15187969924812,55.93111111111112,22.63963963963964,3.3837753510140405
2015-02-11,0.903846153846154,27.642248722316864,33.83986371379898,61.44633730834753,29.2276295133438,63.3587786259542,27.444108761329304,2.88379705400982
2015-02-12,0.6210325047801147,9.867226890756305,25.564705882352943,35.34957983193277,21.16341829085457,29.64089775561097,17.0,2.762520193861066
